episode,surge_factor,discount_factor,rev_gain_pct,util_after,pricing_eff_score,sharpe_eff,wait_reduction,customer_response_rate
1,0.4,0.2,-1.4165642160309864,24.400210428156317,14.787515367595217,-1.3502434565830232,100.0,4.446252070248355
2,0.46096714153011237,0.20496714153011233,-2.083154782611047,14.74661364902676,14.687526782608167,-2.633404309876953,100.0,2.4563931997087436
3,0.5113167986112926,0.20323679861129262,-0.3577847104205819,25.002117462536923,14.946332293436857,-1.2420868648694925,100.0,0.45481485392054866
4,0.5660015080895091,0.20948710808950907,-0.8937309582608747,44.105494800970234,14.86594035626084,-2.4646589540927324,100.0,0.7831409844319329
5,0.6256117010873238,0.22405330908732368,-1.1792978737407172,48.853473943131426,14.823105318938817,-1.0649774096951576,100.0,3.487796941784855
6,0.6634773482639778,0.22002804370397766,-0.9568965028962938,61.719119689030485,14.856465524565547,-1.370666077626769,100.0,1.2150403355645025
7,0.6986925643160076,0.21628471107520741,0.10026479842029025,30.742445524904582,15.015039719763019,0.15108046222625385,100.0,0.8514103181644922
8,0.7495762129689609,0.2309369094550168,-8.358175719585262,7.432540817064871,13.746273642061507,-8.490775064802877,100.0,5.9758583810090355
9,0.7887802253526628,0.23644567308469472,-1.115657145966821,17.7865889423136,14.832651428104905,-1.1618435631726962,100.0,2.400337445304142
10,0.8128708657186269,0.22919973210941658,-1.0306043685720205,18.180970046885772,14.845409344714144,-1.259061670666719,100.0,1.5078689899951594
11,0.8453955055541826,0.23258135129761706,-0.8829773979122064,44.40569979734498,14.867553390313148,-0.7837964060230405,100.0,3.253770059548894
12,0.8655836432372652,0.22566647977865925,-2.677953133133116,13.926017982261515,14.59830703002959,-3.1204552894023148,100.0,2.0697055887166043
13,0.8843354906749541,0.21921252865845053,-1.5243897397941577,17.785493113988807,14.771341539030802,-2.442645507111897,100.0,1.5392460110049817
14,0.9088516290433677,0.22028727436801934,-5.717352400648189,39.28140805456642,14.142397139902737,-8.879118017892106,100.0,4.807168818046024
15,0.910099212563754,0.19973436271568,-2.195444880927997,42.27191829542931,14.670683267860776,-2.9204620987211314,100.0,3.6678588822445297
16,0.913143089359161,0.1825037790004521,-1.8289829261167572,48.33502648614796,14.725652561082468,-2.3291989278387626,100.0,3.5942550122114456
17,0.9276001978116101,0.17810563917801073,-1.8077370217195947,18.23669063447829,14.72883944674157,-2.1823275511033065,100.0,2.333968308673799
18,0.9365398727614531,0.16950993323220573,-3.2528321214585385,45.55301412920816,14.5120751817812,-4.8273852011565,100.0,3.4117677067898193
19,0.9581245549941042,0.17478671123190406,-3.2973766414227152,11.76919225202466,14.505393503786395,-4.474317233310718,100.0,2.805523952412908
20,0.9659755953893048,0.16747140069045868,-1.2387545573493843,10.109863336833875,14.81418681639747,-1.4175259381376384,100.0,4.271732212448349
21,0.9682342666987006,0.15562536562877366,-0.9987690590760825,19.85898420782911,14.850184641138545,-2.3487444424264927,100.0,0.980070134977125
22,0.9991143557190071,0.17338807772397505,-1.5094985169605235,16.30692478325908,14.77357522245571,-2.776035931796042,100.0,1.3756928008916784
23,1.0109185878138112,0.17299314927843143,-0.39824810259735177,22.071100322032066,14.940262784610338,-1.1685624138849893,100.0,0.5324724192025341
24,1.0248295687137237,0.17555891087582046,-0.6629646416270331,16.456597263808245,14.900555303755846,-1.0657943268231571,100.0,1.6356797009658517
25,1.0228440170416284,0.16302230525237846,-1.1347196830276836,16.420725234335897,14.829792047545476,-1.7041626377584789,100.0,1.726576388780764
26,1.0298011086034626,0.16016691663946014,-0.6695044817918103,17.020862354587095,14.899574327731074,-0.9868704500856731,100.0,1.8103204532731214
27,1.042824256898319,0.1640644583717966,-0.2446092968840915,13.136725402337602,14.96330860546726,-0.3127534521257562,100.0,2.8548143815997085
28,1.0423166231412138,0.1550700105115478,-3.5066741595049264,9.4379655246744,14.473998876074115,-6.3211923953364035,100.0,2.4343481759547947
29,1.0571114397047856,0.16197208995919618,-1.1247402809680556,17.754209757059584,14.831288957854667,-2.811674253679888,100.0,0.59700545269513
30,1.0611072520262625,0.1586276567628644,-1.0770223577064129,67.32540195235588,14.83844664634403,-3.3889757664822806,100.0,0.6852202180105983
